html_url;howfairis_repository;howfairis_license;howfairis_registry;howfairis_citation;howfairis_checklist;fairscore;organisation;dlr_soft_class;project;quick_start_guide;readme_content;help_commands;test_folder;requirements_explicit;continuous_integration;ci_tool;add_lint_rule;add_test_rule;language;type;researchGroup;comment_percentage;comment_category;
https://github.com/Open-Systems-Pharmacology/OSP-Qualification-Reports;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/OSP-PBPK-Model-Library;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;MATLAB;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Erythromycin-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;MATLAB;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Verapamil-Midazolam-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Verapamil-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;MATLAB;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Metformin-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Metformin-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Midazolam-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;MATLAB;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Buprenorphine-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Amoxicillin-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Fentanyl-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Lung-absorption-model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Trimethoprim-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Trimethoprim-Metformin-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Trimethoprim-Repaglinide-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Trimethoprim-Pioglitazone-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Rifampicin-Trimethoprim-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Levonorgestrel;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Verapamil-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Alprazolam-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Triazolam-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Alfentanil-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Furosemide-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Probenecid-Model;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
https://github.com/Open-Systems-Pharmacology/Probenecid-Furosemide-DDI;TRUE;FALSE;FALSE;FALSE;FALSE;;startup;0;;FALSE;TRUE;FALSE;FALSE;;;;;;;org;open_systems_pharmacology;;;
